region,week,pango,who,variant,pct,pct_ci_lo,pct_ci_hi
1,2021-09-18,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2021-09-18,BA.4,Omicron,BA.4,0,NA,NA
1,2021-09-18,BA.4.6,Omicron,Other,0,NA,NA
1,2021-09-18,BA.5,Omicron,BA.5,0,NA,NA
1,2021-09-18,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2021-09-18,BF.11,NA,Other,0,NA,NA
1,2021-09-18,BF.7,NA,Other,0,NA,NA
1,2021-09-18,BN.1,NA,Other,0,NA,NA
1,2021-09-18,BQ.1,Omicron,Other,0,NA,NA
1,2021-09-18,BQ.1.1,Omicron,Other,0,NA,NA
1,2021-09-18,Other,NA,Other,0.2,0.1,0.5
1,2021-09-18,P.1,Gamma,Other,0,NA,NA
1,2021-09-18,XBB,Omicron,Other,0,NA,NA
1,2021-09-18,XBB.1.5,Omicron,Other,0,NA,NA
1,2021-09-25,AY.1,Delta,Delta,0,0,0.1
1,2021-09-25,AY.2,Delta,Delta,0,NA,NA
1,2021-09-25,B.1.1.529,NA,BA.1,0,NA,NA
1,2021-09-25,B.1.1.7,Alpha,Other,0,NA,NA
1,2021-09-25,B.1.617.2,Delta,Delta,99.5,98.6,99.9
1,2021-09-25,B.1.621,Mu,Other,0,0,0.1
1,2021-09-25,BA.1.1,Omicron,BA.1,0,NA,NA
1,2021-09-25,BA.2,Omicron,BA.2,0,NA,NA
1,2021-09-25,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2021-09-25,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2021-09-25,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2021-09-25,BA.4,Omicron,BA.4,0,NA,NA
1,2021-09-25,BA.4.6,Omicron,Other,0,NA,NA
1,2021-09-25,BA.5,Omicron,BA.5,0,NA,NA
1,2021-09-25,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2021-09-25,BF.11,NA,Other,0,NA,NA
1,2021-09-25,BF.7,NA,Other,0,NA,NA
1,2021-09-25,BN.1,NA,Other,0,NA,NA
1,2021-09-25,BQ.1,Omicron,Other,0,NA,NA
1,2021-09-25,BQ.1.1,Omicron,Other,0,NA,NA
1,2021-09-25,Other,NA,Other,0.5,0.1,1.4
1,2021-09-25,P.1,Gamma,Other,0,NA,NA
1,2021-09-25,XBB,Omicron,Other,0,NA,NA
1,2021-09-25,XBB.1.5,Omicron,Other,0,NA,NA
1,2021-10-02,AY.1,Delta,Delta,0,NA,NA
1,2021-10-02,AY.2,Delta,Delta,0,NA,NA
1,2021-10-02,B.1.1.529,NA,BA.1,0.1,0,0.7
1,2021-10-02,B.1.1.7,Alpha,Other,0,NA,NA
1,2021-10-02,B.1.617.2,Delta,Delta,99.2,97.5,99.9
1,2021-10-02,B.1.621,Mu,Other,0,NA,NA
1,2021-10-02,BA.1.1,Omicron,BA.1,0.3,0,1.8
1,2021-10-02,BA.2,Omicron,BA.2,0,NA,NA
1,2021-10-02,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2021-10-02,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2021-10-02,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2021-10-02,BA.4,Omicron,BA.4,0,NA,NA
1,2021-10-02,BA.4.6,Omicron,Other,0,NA,NA
1,2021-10-02,BA.5,Omicron,BA.5,0,NA,NA
1,2021-10-02,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2021-10-02,BF.11,NA,Other,0,NA,NA
1,2021-10-02,BF.7,NA,Other,0,NA,NA
1,2021-10-02,BN.1,NA,Other,0,NA,NA
1,2021-10-02,BQ.1,Omicron,Other,0,NA,NA
1,2021-10-02,BQ.1.1,Omicron,Other,0,NA,NA
1,2021-10-02,Other,NA,Other,0.3,0.1,0.9
1,2021-10-02,P.1,Gamma,Other,0,NA,NA
1,2021-10-02,XBB,Omicron,Other,0,NA,NA
1,2021-10-02,XBB.1.5,Omicron,Other,0,NA,NA
1,2021-10-09,AY.1,Delta,Delta,0,NA,NA
1,2021-10-09,AY.2,Delta,Delta,0,0,0.1
1,2021-10-09,B.1.1.529,NA,BA.1,0,NA,NA
1,2021-10-09,B.1.1.7,Alpha,Other,0,NA,NA
1,2021-10-09,B.1.617.2,Delta,Delta,99.6,98.8,99.9
1,2021-10-09,BA.1.1,Omicron,BA.1,0.1,0,0.5
1,2021-10-09,BA.2,Omicron,BA.2,0,NA,NA
1,2021-10-09,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2021-10-09,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2021-10-09,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2021-10-09,BA.4,Omicron,BA.4,0,NA,NA
1,2021-10-09,BA.4.6,Omicron,Other,0,NA,NA
1,2021-10-09,BA.5,Omicron,BA.5,0,NA,NA
1,2021-10-09,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2021-10-09,BF.11,NA,Other,0,NA,NA
1,2021-10-09,BF.7,NA,Other,0,NA,NA
1,2021-10-09,BN.1,NA,Other,0,NA,NA
1,2021-10-09,BQ.1,Omicron,Other,0,NA,NA
1,2021-10-09,BQ.1.1,Omicron,Other,0,NA,NA
1,2021-10-09,Other,NA,Other,0.3,0,1.1
1,2021-10-09,XBB,Omicron,Other,0,NA,NA
1,2021-10-09,XBB.1.5,Omicron,Other,0,NA,NA
1,2021-10-16,AY.1,Delta,Delta,0,NA,NA
1,2021-10-16,AY.2,Delta,Delta,0,NA,NA
1,2021-10-16,B.1.1.529,NA,BA.1,0,NA,NA
1,2021-10-16,B.1.1.7,Alpha,Other,0,NA,NA
1,2021-10-16,B.1.617.2,Delta,Delta,99.7,99.2,99.9
1,2021-10-16,BA.1.1,Omicron,BA.1,0,NA,NA
1,2021-10-16,BA.2,Omicron,BA.2,0,NA,NA
1,2021-10-16,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2021-10-16,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2021-10-16,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2021-10-16,BA.4,Omicron,BA.4,0,NA,NA
1,2021-10-16,BA.4.6,Omicron,Other,0,NA,NA
1,2021-10-16,BA.5,Omicron,BA.5,0,NA,NA
1,2021-10-16,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2021-10-16,BF.11,NA,Other,0,NA,NA
1,2021-10-16,BF.7,NA,Other,0,NA,NA
1,2021-10-16,BN.1,NA,Other,0,NA,NA
1,2021-10-16,BQ.1,Omicron,Other,0,NA,NA
1,2021-10-16,BQ.1.1,Omicron,Other,0,NA,NA
1,2021-10-16,Other,NA,Other,0.3,0.1,0.8
1,2021-10-16,XBB,Omicron,Other,0,NA,NA
1,2021-10-16,XBB.1.5,Omicron,Other,0,NA,NA
1,2021-10-23,AY.1,Delta,Delta,0,NA,NA
1,2021-10-23,AY.2,Delta,Delta,0,NA,NA
1,2021-10-23,B.1.1.529,NA,BA.1,0,NA,NA
1,2021-10-23,B.1.617.2,Delta,Delta,99.5,98.4,99.9
1,2021-10-23,BA.1.1,Omicron,BA.1,0,0,0.2
1,2021-10-23,BA.2,Omicron,BA.2,0,NA,NA
1,2021-10-23,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2021-10-23,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2021-10-23,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2021-10-23,BA.4,Omicron,BA.4,0,NA,NA
1,2021-10-23,BA.4.6,Omicron,Other,0,NA,NA
1,2021-10-23,BA.5,Omicron,BA.5,0,NA,NA
1,2021-10-23,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2021-10-23,BF.11,NA,Other,0,NA,NA
1,2021-10-23,BF.7,NA,Other,0,NA,NA
1,2021-10-23,BN.1,NA,Other,0,NA,NA
1,2021-10-23,BQ.1,Omicron,Other,0,NA,NA
1,2021-10-23,BQ.1.1,Omicron,Other,0,NA,NA
1,2021-10-23,Other,NA,Other,0.5,0.1,1.6
1,2021-10-23,XBB,Omicron,Other,0,NA,NA
1,2021-10-23,XBB.1.5,Omicron,Other,0,NA,NA
1,2021-10-30,AY.1,Delta,Delta,0,NA,NA
1,2021-10-30,AY.2,Delta,Delta,0,NA,NA
1,2021-10-30,B.1.1.529,NA,BA.1,0,NA,NA
1,2021-10-30,B.1.617.2,Delta,Delta,99.3,98,99.9
1,2021-10-30,BA.1.1,Omicron,BA.1,0,NA,NA
1,2021-10-30,BA.2,Omicron,BA.2,0,NA,NA
1,2021-10-30,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2021-10-30,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2021-10-30,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2021-10-30,BA.4,Omicron,BA.4,0,NA,NA
1,2021-10-30,BA.4.6,Omicron,Other,0,NA,NA
1,2021-10-30,BA.5,Omicron,BA.5,0,NA,NA
1,2021-10-30,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2021-10-30,BF.11,NA,Other,0,NA,NA
1,2021-10-30,BF.7,NA,Other,0,NA,NA
1,2021-10-30,BN.1,NA,Other,0,NA,NA
1,2021-10-30,BQ.1,Omicron,Other,0,NA,NA
1,2021-10-30,BQ.1.1,Omicron,Other,0,NA,NA
1,2021-10-30,Other,NA,Other,0.7,0.1,2
1,2021-10-30,XBB,Omicron,Other,0,NA,NA
1,2021-10-30,XBB.1.5,Omicron,Other,0,NA,NA
1,2021-11-06,AY.1,Delta,Delta,0,NA,NA
1,2021-11-06,AY.2,Delta,Delta,0,NA,NA
1,2021-11-06,B.1.1.529,NA,BA.1,0,NA,NA
1,2021-11-06,B.1.617.2,Delta,Delta,99.5,98.4,99.9
1,2021-11-06,BA.1.1,Omicron,BA.1,0,NA,NA
1,2021-11-06,BA.2,Omicron,BA.2,0,NA,NA
1,2021-11-06,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2021-11-06,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2021-11-06,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2021-11-06,BA.4,Omicron,BA.4,0,NA,NA
1,2021-11-06,BA.4.6,Omicron,Other,0,NA,NA
1,2021-11-06,BA.5,Omicron,BA.5,0,NA,NA
1,2021-11-06,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2021-11-06,BF.11,NA,Other,0,NA,NA
1,2021-11-06,BF.7,NA,Other,0,NA,NA
1,2021-11-06,BN.1,NA,Other,0,NA,NA
1,2021-11-06,BQ.1,Omicron,Other,0,NA,NA
1,2021-11-06,BQ.1.1,Omicron,Other,0,NA,NA
1,2021-11-06,Other,NA,Other,0.5,0.1,1.6
1,2021-11-06,XBB,Omicron,Other,0,NA,NA
1,2021-11-06,XBB.1.5,Omicron,Other,0,NA,NA
1,2021-11-13,AY.1,Delta,Delta,0,0,0.1
1,2021-11-13,AY.2,Delta,Delta,0,NA,NA
1,2021-11-13,B.1.1.529,NA,BA.1,0,NA,NA
1,2021-11-13,B.1.617.2,Delta,Delta,99.2,97.9,99.8
1,2021-11-13,BA.1.1,Omicron,BA.1,0,NA,NA
1,2021-11-13,BA.2,Omicron,BA.2,0,NA,NA
1,2021-11-13,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2021-11-13,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2021-11-13,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2021-11-13,BA.4,Omicron,BA.4,0,NA,NA
1,2021-11-13,BA.4.6,Omicron,Other,0,NA,NA
1,2021-11-13,BA.5,Omicron,BA.5,0,NA,NA
1,2021-11-13,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2021-11-13,BF.11,NA,Other,0,NA,NA
1,2021-11-13,BF.7,NA,Other,0,NA,NA
1,2021-11-13,BN.1,NA,Other,0,NA,NA
1,2021-11-13,BQ.1,Omicron,Other,0,NA,NA
1,2021-11-13,BQ.1.1,Omicron,Other,0,NA,NA
1,2021-11-13,Other,NA,Other,0.8,0.2,2.1
1,2021-11-13,XBB,Omicron,Other,0,NA,NA
1,2021-11-13,XBB.1.5,Omicron,Other,0,NA,NA
1,2021-11-20,AY.1,Delta,Delta,0,NA,NA
1,2021-11-20,AY.2,Delta,Delta,0,0,0.1
1,2021-11-20,B.1.1.529,NA,BA.1,0,NA,NA
1,2021-11-20,B.1.617.2,Delta,Delta,99,97.3,99.7
1,2021-11-20,BA.1.1,Omicron,BA.1,0,NA,NA
1,2021-11-20,BA.2,Omicron,BA.2,0,NA,NA
1,2021-11-20,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2021-11-20,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2021-11-20,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2021-11-20,BA.4,Omicron,BA.4,0,NA,NA
1,2021-11-20,BA.4.6,Omicron,Other,0,NA,NA
1,2021-11-20,BA.5,Omicron,BA.5,0,NA,NA
1,2021-11-20,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2021-11-20,BF.11,NA,Other,0,NA,NA
1,2021-11-20,BF.7,NA,Other,0,NA,NA
1,2021-11-20,BN.1,NA,Other,0,NA,NA
1,2021-11-20,BQ.1,Omicron,Other,0,NA,NA
1,2021-11-20,BQ.1.1,Omicron,Other,0,NA,NA
1,2021-11-20,Other,NA,Other,1,0.3,2.7
1,2021-11-20,XBB,Omicron,Other,0,NA,NA
1,2021-11-20,XBB.1.5,Omicron,Other,0,NA,NA
1,2021-11-27,AY.1,Delta,Delta,0,NA,NA
1,2021-11-27,AY.2,Delta,Delta,0,NA,NA
1,2021-11-27,B.1.1.529,NA,BA.1,0,0,0.1
1,2021-11-27,B.1.617.2,Delta,Delta,99.2,97.6,99.8
1,2021-11-27,BA.1.1,Omicron,BA.1,0.1,0,0.3
1,2021-11-27,BA.2,Omicron,BA.2,0,NA,NA
1,2021-11-27,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2021-11-27,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2021-11-27,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2021-11-27,BA.4,Omicron,BA.4,0,NA,NA
1,2021-11-27,BA.4.6,Omicron,Other,0,NA,NA
1,2021-11-27,BA.5,Omicron,BA.5,0,NA,NA
1,2021-11-27,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2021-11-27,BF.11,NA,Other,0,NA,NA
1,2021-11-27,BF.7,NA,Other,0,NA,NA
1,2021-11-27,BN.1,NA,Other,0,NA,NA
1,2021-11-27,BQ.1,Omicron,Other,0,NA,NA
1,2021-11-27,BQ.1.1,Omicron,Other,0,NA,NA
1,2021-11-27,Other,NA,Other,0.8,0.1,2.4
1,2021-11-27,XBB,Omicron,Other,0,NA,NA
1,2021-11-27,XBB.1.5,Omicron,Other,0,NA,NA
1,2021-12-04,B.1.1.529,NA,BA.1,0.3,0.2,0.6
1,2021-12-04,B.1.617.2,Delta,Delta,99.5,99,99.8
1,2021-12-04,BA.1.1,Omicron,BA.1,0.1,0,0.4
1,2021-12-04,BA.2,Omicron,BA.2,0,NA,NA
1,2021-12-04,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2021-12-04,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2021-12-04,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2021-12-04,BA.4,Omicron,BA.4,0,NA,NA
1,2021-12-04,BA.4.6,Omicron,Other,0,NA,NA
1,2021-12-04,BA.5,Omicron,BA.5,0,NA,NA
1,2021-12-04,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2021-12-04,BF.11,NA,Other,0,NA,NA
1,2021-12-04,BF.7,NA,Other,0,NA,NA
1,2021-12-04,BN.1,NA,Other,0,NA,NA
1,2021-12-04,BQ.1,Omicron,Other,0,NA,NA
1,2021-12-04,BQ.1.1,Omicron,Other,0,NA,NA
1,2021-12-04,Other,NA,Other,0.1,0,0.4
1,2021-12-04,XBB,Omicron,Other,0,NA,NA
1,2021-12-04,XBB.1.5,Omicron,Other,0,NA,NA
1,2021-12-11,B.1.1.529,NA,BA.1,1.4,1,2
1,2021-12-11,B.1.617.2,Delta,Delta,98.2,97.4,98.7
1,2021-12-11,BA.1.1,Omicron,BA.1,0.3,0.1,0.8
1,2021-12-11,BA.2,Omicron,BA.2,0,NA,NA
1,2021-12-11,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2021-12-11,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2021-12-11,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2021-12-11,BA.4,Omicron,BA.4,0,NA,NA
1,2021-12-11,BA.4.6,Omicron,Other,0,NA,NA
1,2021-12-11,BA.5,Omicron,BA.5,0,NA,NA
1,2021-12-11,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2021-12-11,BF.11,NA,Other,0,NA,NA
1,2021-12-11,BF.7,NA,Other,0,NA,NA
1,2021-12-11,BN.1,NA,Other,0,NA,NA
1,2021-12-11,BQ.1,Omicron,Other,0,NA,NA
1,2021-12-11,BQ.1.1,Omicron,Other,0,NA,NA
1,2021-12-11,Other,NA,Other,0.1,0,0.3
1,2021-12-11,XBB,Omicron,Other,0,NA,NA
1,2021-12-11,XBB.1.5,Omicron,Other,0,NA,NA
1,2021-12-18,B.1.1.529,NA,BA.1,13.2,9.5,17.6
1,2021-12-18,B.1.617.2,Delta,Delta,80.9,75.5,85.5
1,2021-12-18,BA.1.1,Omicron,BA.1,5.5,4.2,7
1,2021-12-18,BA.2,Omicron,BA.2,0,NA,NA
1,2021-12-18,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2021-12-18,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2021-12-18,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2021-12-18,BA.4,Omicron,BA.4,0,NA,NA
1,2021-12-18,BA.4.6,Omicron,Other,0,NA,NA
1,2021-12-18,BA.5,Omicron,BA.5,0,NA,NA
1,2021-12-18,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2021-12-18,BF.11,NA,Other,0,NA,NA
1,2021-12-18,BF.7,NA,Other,0,NA,NA
1,2021-12-18,BN.1,NA,Other,0,NA,NA
1,2021-12-18,BQ.1,Omicron,Other,0,NA,NA
1,2021-12-18,BQ.1.1,Omicron,Other,0,NA,NA
1,2021-12-18,Other,NA,Other,0.5,0.1,1.2
1,2021-12-18,XBB,Omicron,Other,0,NA,NA
1,2021-12-18,XBB.1.5,Omicron,Other,0,NA,NA
1,2021-12-25,B.1.1.529,NA,BA.1,35.7,31.3,40.3
1,2021-12-25,B.1.617.2,Delta,Delta,42,35.2,49.1
1,2021-12-25,BA.1.1,Omicron,BA.1,21.7,18.7,25
1,2021-12-25,BA.2,Omicron,BA.2,0,0,0.1
1,2021-12-25,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2021-12-25,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2021-12-25,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2021-12-25,BA.4,Omicron,BA.4,0,NA,NA
1,2021-12-25,BA.4.6,Omicron,Other,0,NA,NA
1,2021-12-25,BA.5,Omicron,BA.5,0,NA,NA
1,2021-12-25,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2021-12-25,BF.11,NA,Other,0,NA,NA
1,2021-12-25,BF.7,NA,Other,0,NA,NA
1,2021-12-25,BN.1,NA,Other,0,NA,NA
1,2021-12-25,BQ.1,Omicron,Other,0,NA,NA
1,2021-12-25,BQ.1.1,Omicron,Other,0,NA,NA
1,2021-12-25,Other,NA,Other,0.5,0.1,1.6
1,2021-12-25,XBB,Omicron,Other,0,NA,NA
1,2021-12-25,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-01-01,B.1.1.529,NA,BA.1,44.9,41.6,48.2
1,2022-01-01,B.1.617.2,Delta,Delta,13.7,9.2,19.3
1,2022-01-01,BA.1.1,Omicron,BA.1,40.9,38.2,43.7
1,2022-01-01,BA.2,Omicron,BA.2,0,0,0.1
1,2022-01-01,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2022-01-01,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-01-01,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-01-01,BA.4,Omicron,BA.4,0,NA,NA
1,2022-01-01,BA.4.6,Omicron,Other,0,NA,NA
1,2022-01-01,BA.5,Omicron,BA.5,0,NA,NA
1,2022-01-01,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-01-01,BF.11,NA,Other,0,NA,NA
1,2022-01-01,BF.7,NA,Other,0,NA,NA
1,2022-01-01,BN.1,NA,Other,0,NA,NA
1,2022-01-01,BQ.1,Omicron,Other,0,NA,NA
1,2022-01-01,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-01-01,Other,NA,Other,0.5,0.1,1.4
1,2022-01-01,XBB,Omicron,Other,0,NA,NA
1,2022-01-01,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-01-08,B.1.1.529,NA,BA.1,42.1,40,44.2
1,2022-01-08,B.1.617.2,Delta,Delta,5.1,3.5,7.2
1,2022-01-08,BA.1.1,Omicron,BA.1,52.7,51,54.3
1,2022-01-08,BA.2,Omicron,BA.2,0.1,0,0.1
1,2022-01-08,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2022-01-08,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-01-08,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-01-08,BA.4,Omicron,BA.4,0,NA,NA
1,2022-01-08,BA.4.6,Omicron,Other,0,NA,NA
1,2022-01-08,BA.5,Omicron,BA.5,0,NA,NA
1,2022-01-08,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-01-08,BF.11,NA,Other,0,NA,NA
1,2022-01-08,BF.7,NA,Other,0,NA,NA
1,2022-01-08,BN.1,NA,Other,0,NA,NA
1,2022-01-08,BQ.1,Omicron,Other,0,NA,NA
1,2022-01-08,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-01-08,Other,NA,Other,0.1,0,0.2
1,2022-01-08,XBB,Omicron,Other,0,NA,NA
1,2022-01-08,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-01-15,B.1.1.529,NA,BA.1,37.5,35.2,39.9
1,2022-01-15,B.1.617.2,Delta,Delta,2.1,1.3,3.2
1,2022-01-15,BA.1.1,Omicron,BA.1,60.2,58.5,61.8
1,2022-01-15,BA.2,Omicron,BA.2,0.2,0.1,0.5
1,2022-01-15,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2022-01-15,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-01-15,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-01-15,BA.4,Omicron,BA.4,0,NA,NA
1,2022-01-15,BA.4.6,Omicron,Other,0,NA,NA
1,2022-01-15,BA.5,Omicron,BA.5,0,NA,NA
1,2022-01-15,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-01-15,BF.11,NA,Other,0,NA,NA
1,2022-01-15,BF.7,NA,Other,0,NA,NA
1,2022-01-15,BN.1,NA,Other,0,NA,NA
1,2022-01-15,BQ.1,Omicron,Other,0,NA,NA
1,2022-01-15,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-01-15,Other,NA,Other,0,NA,NA
1,2022-01-15,XBB,Omicron,Other,0,NA,NA
1,2022-01-15,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-01-22,B.1.1.529,NA,BA.1,32.7,30.3,35.1
1,2022-01-22,B.1.617.2,Delta,Delta,1.2,0.6,2.1
1,2022-01-22,BA.1.1,Omicron,BA.1,65.8,63.8,67.8
1,2022-01-22,BA.2,Omicron,BA.2,0.3,0.2,0.5
1,2022-01-22,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2022-01-22,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-01-22,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-01-22,BA.4,Omicron,BA.4,0,NA,NA
1,2022-01-22,BA.4.6,Omicron,Other,0,NA,NA
1,2022-01-22,BA.5,Omicron,BA.5,0,NA,NA
1,2022-01-22,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-01-22,BF.11,NA,Other,0,NA,NA
1,2022-01-22,BF.7,NA,Other,0,NA,NA
1,2022-01-22,BN.1,NA,Other,0,NA,NA
1,2022-01-22,BQ.1,Omicron,Other,0,NA,NA
1,2022-01-22,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-01-22,Other,NA,Other,0,NA,NA
1,2022-01-22,XBB,Omicron,Other,0,NA,NA
1,2022-01-22,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-01-29,B.1.1.529,NA,BA.1,29.4,27,31.8
1,2022-01-29,B.1.617.2,Delta,Delta,0.4,0.2,0.8
1,2022-01-29,BA.1.1,Omicron,BA.1,69.5,67.1,71.8
1,2022-01-29,BA.2,Omicron,BA.2,0.7,0.5,0.9
1,2022-01-29,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2022-01-29,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-01-29,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-01-29,BA.4,Omicron,BA.4,0,NA,NA
1,2022-01-29,BA.4.6,Omicron,Other,0,NA,NA
1,2022-01-29,BA.5,Omicron,BA.5,0,NA,NA
1,2022-01-29,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-01-29,BF.11,NA,Other,0,NA,NA
1,2022-01-29,BF.7,NA,Other,0,NA,NA
1,2022-01-29,BN.1,NA,Other,0,NA,NA
1,2022-01-29,BQ.1,Omicron,Other,0,NA,NA
1,2022-01-29,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-01-29,Other,NA,Other,0,NA,NA
1,2022-01-29,XBB,Omicron,Other,0,NA,NA
1,2022-01-29,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-02-05,B.1.1.529,NA,BA.1,25,23.5,26.5
1,2022-02-05,B.1.617.2,Delta,Delta,0.4,0.2,0.8
1,2022-02-05,BA.1.1,Omicron,BA.1,72.5,70.9,74
1,2022-02-05,BA.2,Omicron,BA.2,2.1,1.4,3
1,2022-02-05,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2022-02-05,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-02-05,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-02-05,BA.4,Omicron,BA.4,0,NA,NA
1,2022-02-05,BA.4.6,Omicron,Other,0,NA,NA
1,2022-02-05,BA.5,Omicron,BA.5,0,NA,NA
1,2022-02-05,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-02-05,BF.11,NA,Other,0,NA,NA
1,2022-02-05,BF.7,NA,Other,0,NA,NA
1,2022-02-05,BN.1,NA,Other,0,NA,NA
1,2022-02-05,BQ.1,Omicron,Other,0,NA,NA
1,2022-02-05,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-02-05,Other,NA,Other,0,NA,NA
1,2022-02-05,XBB,Omicron,Other,0,NA,NA
1,2022-02-05,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-02-12,B.1.1.529,NA,BA.1,21.7,18.4,25.4
1,2022-02-12,B.1.617.2,Delta,Delta,0.8,0,3.8
1,2022-02-12,BA.1.1,Omicron,BA.1,72.4,66.6,77.7
1,2022-02-12,BA.2,Omicron,BA.2,5,1.3,12.6
1,2022-02-12,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2022-02-12,BA.2.75,Omicron,BA.2.75,0,NA,NA
